alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-csh	synthetic	3	3000000	0.05	0	17	4.9170	0:00:04	235.80	260.52	228.47	229.16	0.00	0.00	83.22	4.57	ok	3	3000000	2999595	0.00	GapSeed	17	0	1	0	Zero	176470	84673	84673	7260040	7950784	5831843	8736	159032	82944	74298	2.65	1618.25	80.38	177.32	1085.25	58.15	355.68	132206	92290	174782
cp-sh	synthetic	1	10000000	0.05	0	17	17.0383	0:00:17	653.98	723.83	647.64	648.33	0.00	0.00	86.76	15.26	ok	1	10000000	9999569	0.00	SH	17	0	1	0	Zero	588080	282256	282256	24658280	27002117	19802499	26823	31927659	275915	0	2.70	16971.88	0.00	3319.81	11518.80	0.00	2133.27	440315	305824	581739
cp-csh	synthetic	1	10000000	0.05	0	17	6.2725	0:00:06	530.05	569.35	523.08	523.78	0.00	0.00	80.18	5.53	ok	1	10000000	9999569	0.00	GapSeed	17	0	1	0	Zero	588235	282566	282566	23981287	26266231	19306299	27998	523403	276518	247857	2.63	6194.73	0.00	618.28	3735.73	223.29	1840.72	440315	307469	582581
cp-sh	synthetic	100000	100	0.05	0	18	2.1644	0:00:02	9.77	20.99	2.46	3.17	0.00	0.00	72.11	2.07	ok	100000	100	99	0.00	SH	18	0	1	0	Zero	5	2	2	170	187	146	0	2	2	0	1.87	0.02	0.00	0.00	0.01	0.00	0.01	4	3	5
cp-csh	synthetic	100000	100	0.05	0	18	2.2084	0:00:02	9.80	20.99	2.46	3.16	0.00	0.00	70.62	2.08	ok	100000	100	99	0.00	GapSeed	18	0	1	0	Zero	5	2	2	165	181	142	0	0	2	1	1.82	0.02	0.03	0.00	0.01	0.00	0.01	4	3	5
cp-sh	synthetic	33333	300	0.05	0	18	2.4105	0:00:02	9.73	20.99	2.54	3.06	0.00	0.00	64.44	2.04	ok	33333	300	300	0.00	SH	18	0	1	0	Zero	16	7	7	595	654	501	0	33	7	0	2.18	0.07	0.07	0.01	0.04	0.00	0.01	13	9	16
cp-csh	synthetic	33333	300	0.05	0	18	2.3400	0:00:02	9.86	20.99	2.52	3.03	0.00	0.00	66.67	2.05	ok	33333	300	300	0.00	GapSeed	18	0	1	0	Zero	16	7	7	579	636	489	0	2	7	6	2.12	0.07	0.06	0.01	0.04	0.00	0.01	13	9	16
cp-sh	synthetic	10000	1000	0.05	0	18	2.7638	0:00:02	10.02	20.99	2.69	3.46	0.00	0.00	74.16	2.55	ok	10000	1000	1000	0.00	SH	18	0	1	0	Zero	55	25	25	2337	2562	1917	2	354	24	0	2.56	0.27	0.24	0.04	0.18	0.00	0.05	44	30	54
cp-csh	synthetic	10000	1000	0.05	0	18	2.8095	0:00:02	9.91	20.99	2.70	3.39	0.00	0.00	71.91	2.53	ok	10000	1000	1000	0.00	GapSeed	18	0	1	0	Zero	55	25	25	2281	2500	1874	2	27	24	22	2.50	0.28	0.21	0.04	0.19	0.01	0.05	44	30	55
cp-sh	synthetic	3333	3000	0.05	0	18	3.3480	0:00:03	10.25	21.38	2.93	3.45	0.00	0.00	77.08	3.06	ok	3333	3000	2999	0.00	SH	18	0	1	0	Zero	166	76	76	7981	8725	6390	8	2270	74	0	2.91	0.99	0.36	0.11	0.73	0.00	0.15	132	90	164
cp-csh	synthetic	3333	3000	0.05	0	18	3.1182	0:00:03	10.39	21.28	2.93	3.48	0.00	0.00	65.76	2.54	ok	3333	3000	2999	0.00	GapSeed	18	0	1	0	Zero	166	76	76	7786	8513	6246	8	155	74	66	2.84	0.92	0.48	0.09	0.68	0.03	0.15	132	90	164
cp-sh	synthetic	1000	10000	0.05	0	18	4.1098	0:00:04	10.79	22.10	3.65	4.17	0.00	0.00	74.74	3.56	ok	1000	10000	9999	0.00	SH	18	0	1	0	Zero	554	254	254	28544	31145	22537	31	12978	248	0	3.11	4.06	1.27	0.41	3.13	0.00	0.51	441	301	550
cp-csh	synthetic	1000	10000	0.05	0	18	3.3187	0:00:03	10.79	21.89	3.48	4.00	0.00	0.00	78.95	3.10	ok	1000	10000	9999	0.00	GapSeed	18	0	1	0	Zero	555	254	254	27811	30355	22011	33	759	249	223	3.04	3.28	0.99	0.28	2.49	0.09	0.51	441	302	550
cp-sh	synthetic	333	30000	0.05	0	18	4.9816	0:00:04	13.63	25.11	6.70	7.38	0.00	0.00	83.58	4.62	ok	333	30000	30001	0.00	SH	18	0	1	0	Zero	1666	762	762	87327	95235	68682	99	54096	745	0	3.17	14.85	3.34	1.57	11.36	0.00	1.91	1323	904	1650
cp-csh	synthetic	333	30000	0.05	0	18	3.7135	0:00:03	12.05	23.14	4.80	5.58	0.00	0.00	81.42	3.50	ok	333	30000	30001	0.00	GapSeed	18	0	1	0	Zero	1666	762	762	85158	92899	67126	104	2441	746	670	3.10	11.00	2.38	1.20	8.05	0.30	1.76	1323	908	1651
cp-sh	synthetic	100	100000	0.05	0	18	6.0094	0:00:06	19.17	30.12	11.75	12.29	0.00	0.00	86.37	5.70	ok	100	100000	99998	0.00	SH	18	0	1	0	Zero	5555	2549	2549	298392	325138	233501	345	239080	2494	0	3.25	59.71	6.21	5.86	47.77	0.00	6.09	4405	3006	5500
cp-csh	synthetic	100	100000	0.05	0	18	3.8583	0:00:03	18.40	29.65	11.23	11.74	0.00	0.00	80.87	3.62	ok	100	100000	99998	0.00	GapSeed	18	0	1	0	Zero	5555	2549	2549	290536	316700	227941	359	9221	2499	2241	3.17	38.01	4.17	3.13	29.01	1.08	5.86	4405	3019	5505
cp-sh	synthetic	33	300000	0.05	0	18	8.4253	0:00:08	43.44	54.78	36.34	37.06	0.00	0.00	83.21	7.51	ok	33	300000	300003	0.00	SH	18	0	1	0	Zero	16666	7639	7639	888420	968298	696028	1020	857846	7472	0	3.23	254.11	23.03	32.86	198.23	0.00	23.02	13214	9026	16499
cp-csh	synthetic	33	300000	0.05	0	18	4.6130	0:00:04	29.43	40.99	21.93	22.68	0.00	0.00	78.05	4.09	ok	33	300000	300003	0.00	GapSeed	18	0	1	0	Zero	16666	7639	7639	864602	942712	679179	1066	26833	7488	6716	3.14	136.87	9.18	9.85	105.87	4.07	21.15	13214	9065	16516
cp-sh	synthetic	10	1000000	0.05	0	18	11.0829	0:00:11	140.54	152.87	133.33	133.87	0.00	0.00	92.02	10.72	ok	8	1000000	999996	0.00	SH	18	0	1	0	Zero	55554	25481	25481	2994666	3262089	2339579	3510	3413244	24922	0	3.26	1380.75	62.00	222.51	1016.29	0.00	141.95	44054	30074	54996
cp-csh	synthetic	10	1000000	0.05	0	18	5.5062	0:00:05	89.96	135.94	83.95	84.48	0.00	0.00	84.47	5.16	ok	10	1000000	1000019	0.00	GapSeed	18	0	1	0	Zero	55555	25475	25475	2907299	3168670	2278881	3627	92131	24967	22382	3.17	545.31	23.46	53.26	361.51	14.44	130.54	44057	30208	55050
cp-sh	synthetic	3	3000000	0.05	0	18	10.5306	0:00:10	220.25	258.95	217.33	218.02	0.00	0.00	88.31	9.78	ok	2	3000000	2999493	0.00	SH	18	0	1	0	Zero	166664	76367	76367	8890571	9690892	6967243	10225	11684961	74717	0	3.23	5241.62	198.91	816.18	4056.93	0.00	368.51	132250	90297	165014
cp-csh	synthetic	3	3000000	0.05	0	18	5.9350	0:00:05	232.40	272.68	225.03	225.77	0.00	0.00	86.76	5.57	ok	3	3000000	2999595	0.00	GapSeed	18	0	1	0	Zero	166666	76407	76407	8710416	9495039	6832387	10793	284137	74904	67197	3.17	1956.71	18.51	160.32	1414.27	61.57	382.12	132206	90666	165180
cp-sh	synthetic	1	10000000	0.05	0	18	24.2478	0:00:24	557.04	575.62	549.95	550.49	0.00	0.00	60.78	15.23	ok	1	10000000	9999569	0.00	SH	18	0	1	0	Zero	555522	254727	254727	29374501	32024271	23053808	33734	43724514	249248	0	3.20	24182.43	0.00	3533.82	18864.22	0.00	1784.39	440315	300795	550043
cp-csh	synthetic	1	10000000	0.05	0	18	25.5995	0:00:25	716.62	835.50	717.00	717.03	9.24	0.00	38.14	13.00	ok	1	10000000	9999569	0.00	GapSeed	18	0	1	0	Zero	555555	254793	254793	28542861	31130371	22466088	34856	867894	249754	224016	3.11	25481.41	0.00	668.44	6172.14	255.78	18640.83	440315	302124	550612
cp-sh	synthetic	100000	100	0.05	0	19	2.1380	0:00:02	9.57	20.99	2.46	3.16	0.00	0.00	73.43	2.06	ok	100000	100	99	0.00	SH	19	0	1	0	Zero	5	2	2	171	187	147	0	1	1	0	1.88	0.02	0.03	0.00	0.01	0.00	0.00	4	3	5
cp-csh	synthetic	100000	100	0.05	0	19	2.1336	0:00:02	10.06	20.99	2.50	3.25	0.00	0.00	72.35	2.08	ok	100000	100	99	0.00	GapSeed	19	0	1	0	Zero	5	2	2	166	182	143	0	0	1	1	1.83	0.02	0.02	0.00	0.01	0.00	0.00	4	3	5
cp-sh	synthetic	33333	300	0.05	0	19	2.4113	0:00:02	9.95	20.99	2.55	3.08	0.00	0.00	64.29	2.05	ok	33333	300	300	0.00	SH	19	0	1	0	Zero	15	6	6	635	697	534	0	35	6	0	2.32	0.07	0.06	0.01	0.04	0.00	0.01	13	9	15
cp-csh	synthetic	33333	300	0.05	0	19	2.4339	0:00:02	9.76	20.99	2.52	3.04	0.00	0.00	62.43	2.01	ok	33333	300	300	0.00	GapSeed	19	0	1	0	Zero	15	6	6	619	679	521	0	2	6	5	2.27	0.07	0.15	0.01	0.05	0.00	0.01	13	9	15
cp-sh	synthetic	10000	1000	0.05	0	19	3.0410	0:00:03	9.95	20.99	2.72	3.47	0.00	0.00	66.09	2.50	ok	10000	1000	1000	0.00	SH	19	0	1	0	Zero	52	22	22	2605	2848	2118	2	401	22	0	2.85	0.30	0.26	0.04	0.21	0.00	0.05	44	29	52
cp-csh	synthetic	10000	1000	0.05	0	19	2.9830	0:00:02	9.70	20.99	2.68	3.40	0.00	0.00	69.39	2.56	ok	10000	1000	1000	0.00	GapSeed	19	0	1	0	Zero	52	22	22	2542	2780	2071	2	35	22	19	2.78	0.29	0.19	0.04	0.21	0.01	0.05	44	30	52
cp-sh	synthetic	3333	3000	0.05	0	19	4.0169	0:00:04	10.46	21.73	3.30	3.83	0.00	0.00	75.20	3.49	ok	3333	3000	2999	0.00	SH	19	0	1	0	Zero	157	68	68	9421	10258	7402	10	2816	67	0	3.42	1.19	0.72	0.12	0.93	0.00	0.15	132	88	156
cp-csh	synthetic	3333	3000	0.05	0	19	3.6851	0:00:03	9.93	21.36	2.93	3.44	0.00	0.00	83.04	3.54	ok	3333	3000	2999	0.00	GapSeed	19	0	1	0	Zero	157	68	68	9193	10013	7239	10	235	67	60	3.34	1.09	0.56	0.09	0.84	0.03	0.15	132	89	156
cp-sh	synthetic	1000	10000	0.05	0	19	5.0356	0:00:05	11.44	22.70	4.32	4.84	0.00	0.00	84.88	4.79	ok	1000	10000	9999	0.00	SH	19	0	1	0	Zero	526	230	230	35276	38284	27098	41	17591	225	0	3.83	5.01	1.54	0.41	4.11	0.00	0.49	441	296	521
cp-csh	synthetic	1000	10000	0.05	0	19	4.1521	0:00:04	11.50	22.61	4.19	4.79	0.00	0.00	74.66	3.58	ok	1000	10000	9999	0.00	GapSeed	19	0	1	0	Zero	526	230	230	34343	37288	26453	43	1282	226	202	3.73	4.11	1.66	0.28	3.31	0.10	0.52	441	297	522
cp-sh	synthetic	333	30000	0.05	0	19	6.5121	0:00:06	14.27	25.15	6.75	7.50	0.00	0.00	89.20	6.30	ok	333	30000	30001	0.00	SH	19	0	1	0	Zero	1578	689	689	110521	119784	84167	132	76370	674	0	3.99	19.44	3.66	1.59	16.16	0.00	1.69	1323	888	1563
cp-csh	synthetic	333	30000	0.05	0	19	4.6674	0:00:04	13.19	24.48	6.08	6.78	0.00	0.00	76.73	4.02	ok	333	30000	30001	0.00	GapSeed	19	0	1	0	Zero	1578	689	689	107699	116780	82233	138	4429	676	606	3.89	13.86	3.65	1.09	11.04	0.34	1.72	1323	892	1565
cp-sh	synthetic	100	100000	0.05	0	19	8.6863	0:00:08	24.21	35.48	17.03	17.56	0.00	0.00	89.33	8.25	ok	100	100000	99998	0.00	SH	19	0	1	0	Zero	5263	2305	2305	382330	413803	288789	473	345061	2256	0	4.14	86.17	13.21	6.28	72.74	0.00	7.15	4405	2957	5214
cp-csh	synthetic	100	100000	0.05	0	19	5.2361	0:00:05	23.68	34.95	16.50	17.03	0.00	0.00	89.76	5.18	ok	100	100000	99998	0.00	GapSeed	19	0	1	0	Zero	5263	2305	2305	370905	401691	281204	489	17193	2262	2028	4.02	51.91	8.74	2.94	41.28	1.14	7.69	4405	2968	5220
cp-sh	synthetic	33	300000	0.05	0	19	10.0837	0:00:10	43.02	54.30	35.90	36.59	0.00	0.00	91.33	9.67	ok	28	300000	300016	0.00	SH	19	0	1	0	Zero	15789	6915	6915	1139839	1233964	861899	1387	1255306	6767	0	4.11	358.61	25.92	35.15	295.77	0.00	27.69	13216	8873	15640
cp-csh	synthetic	33	300000	0.05	0	19	6.1689	0:00:06	40.45	52.14	33.23	33.94	0.00	0.00	86.23	5.80	ok	33	300000	300003	0.00	GapSeed	19	0	1	0	Zero	15789	6917	6917	1109565	1201785	841477	1449	51641	6786	6088	4.01	182.64	19.88	9.83	146.84	4.34	25.96	13214	8906	15659
cp-sh	synthetic	10	1000000	0.05	0	19	11.5308	0:00:11	141.23	153.09	133.84	134.36	0.00	0.00	88.93	10.75	ok	6	1000000	1000059	0.00	SH	19	0	1	0	Zero	52631	23018	23018	3861014	4177411	2910052	4800	5045670	22532	0	4.18	1912.82	72.83	216.68	1585.64	0.00	110.50	44058	29612	52145
cp-csh	synthetic	10	1000000	0.05	0	19	8.3357	0:00:08	126.88	138.09	119.67	120.20	0.00	0.00	89.42	7.95	ok	10	1000000	1000019	0.00	GapSeed	19	0	1	0	Zero	52631	23050	23050	3725248	4033618	2819758	4917	173278	22616	20265	4.03	829.09	56.73	55.59	660.11	19.56	113.40	44057	29692	52199
cp-sh	synthetic	3	3000000	0.05	0	19	14.4662	0:00:14	287.93	350.25	280.42	281.12	0.00	0.00	93.21	13.97	ok	2	3000000	2999493	0.00	SH	19	0	1	0	Zero	157893	69166	69166	11507612	12457432	8690332	14273	17478501	67672	0	4.15	7204.19	214.21	746.93	6016.83	0.00	440.42	132250	88726	156399
cp-csh	synthetic	3	3000000	0.05	0	19	8.0247	0:00:08	393.29	405.89	386.21	386.94	0.00	0.00	83.73	7.22	ok	3	3000000	2999595	0.00	GapSeed	19	0	1	0	Zero	157894	69170	69170	11253377	12185133	8509606	14881	534090	67855	60869	4.06	2649.69	56.13	136.53	1983.82	65.56	529.34	132206	89062	156586
cp-sh	synthetic	1	10000000	0.05	0	19	31.8110	0:00:31	558.57	577.41	552.46	552.96	0.00	0.00	46.80	15.38	ok	1	10000000	9999569	0.00	SH	19	0	1	0	Zero	526302	230538	230538	37685866	40807445	28540400	46135	65246284	225552	0	4.08	31736.42	0.00	3514.58	26191.93	0.00	2029.90	440315	295764	521316
cp-csh	synthetic	1	10000000	0.05	0	19	10.4805	0:00:10	752.04	871.48	745.22	745.74	0.00	0.00	87.89	9.69	ok	1	10000000	9999569	0.00	GapSeed	19	0	1	0	Zero	526315	230564	230564	36545122	39597259	27781417	47772	1708853	226165	202724	3.96	10398.25	0.00	624.78	7745.30	260.54	2028.17	440315	296852	521965
cp-sh	synthetic	100000	100	0.05	0	20	2.1183	0:00:02	9.79	20.99	2.52	3.30	0.00	0.00	70.50	2.00	ok	100000	100	99	0.00	SH	20	0	1	0	Zero	5	1	1	172	188	149	0	1	1	0	1.89	0.02	0.07	0.00	0.01	0.00	0.01	4	3	5
cp-csh	synthetic	100000	100	0.05	0	20	2.1038	0:00:02	9.54	20.99	2.45	3.14	0.00	0.00	73.65	2.04	ok	100000	100	99	0.00	GapSeed	20	0	1	0	Zero	5	1	1	169	185	146	0	0	1	1	1.85	0.02	0.06	0.00	0.01	0.00	0.00	4	3	5
cp-sh	synthetic	33333	300	0.05	0	20	2.4586	0:00:02	9.86	20.99	2.51	3.04	0.00	0.00	61.39	2.00	ok	33333	300	300	0.00	SH	20	0	1	0	Zero	15	6	6	644	705	543	0	29	5	0	2.35	0.07	0.13	0.01	0.04	0.00	0.02	13	9	15
cp-csh	synthetic	33333	300	0.05	0	20	2.3953	0:00:02	10.06	20.99	2.52	3.04	0.00	0.00	64.72	2.07	ok	33333	300	300	0.00	GapSeed	20	0	1	0	Zero	15	6	6	627	687	531	0	2	5	5	2.29	0.07	0.02	0.01	0.05	0.00	0.01	13	9	15
cp-sh	synthetic	10000	1000	0.05	0	20	3.2307	0:00:03	9.73	20.99	2.70	3.42	0.00	0.00	80.79	3.11	ok	10000	1000	1000	0.00	SH	20	0	1	0	Zero	50	20	20	2880	3141	2323	2	432	20	0	3.14	0.32	0.22	0.04	0.23	0.00	0.05	44	29	50
cp-csh	synthetic	10000	1000	0.05	0	20	3.2579	0:00:03	9.92	20.99	2.69	3.46	0.00	0.00	78.57	3.05	ok	10000	1000	1000	0.00	GapSeed	20	0	1	0	Zero	50	20	20	2814	3070	2273	2	43	20	18	3.07	0.32	0.31	0.04	0.24	0.01	0.05	44	29	50
cp-sh	synthetic	3333	3000	0.05	0	20	4.6397	0:00:04	10.68	21.67	3.26	3.80	0.00	0.00	76.93	4.08	ok	3333	3000	2999	0.00	SH	20	0	1	0	Zero	150	62	62	11393	12345	8755	12	3484	61	0	4.12	1.38	0.65	0.12	1.11	0.00	0.15	132	87	149
cp-csh	synthetic	3333	3000	0.05	0	20	4.3381	0:00:04	10.57	21.69	3.25	3.75	0.00	0.00	81.84	4.04	ok	3333	3000	2999	0.00	GapSeed	20	0	1	0	Zero	150	62	62	11101	12035	8554	13	351	61	55	4.01	1.29	0.80	0.08	1.06	0.03	0.15	132	88	149
cp-sh	synthetic	1000	10000	0.05	0	20	7.1063	0:00:07	12.73	23.82	5.46	6.03	0.00	0.00	88.78	6.81	ok	1000	10000	9999	0.00	SH	20	0	1	0	Zero	500	209	209	47117	50756	34819	58	25120	204	0	5.08	7.06	2.99	0.41	6.09	0.00	0.56	441	291	496
cp-csh	synthetic	1000	10000	0.05	0	20	5.7323	0:00:05	12.69	23.82	5.44	5.98	0.00	0.00	80.29	5.17	ok	1000	10000	9999	0.00	GapSeed	20	0	1	0	Zero	500	209	209	45676	49236	33883	60	2390	205	184	4.92	5.69	3.05	0.28	4.88	0.12	0.53	441	292	496
cp-sh	synthetic	333	30000	0.05	0	20	9.7695	0:00:09	21.35	32.19	13.83	14.57	0.00	0.00	90.28	9.32	ok	333	30000	30001	0.00	SH	20	0	1	0	Zero	1500	626	626	153473	164908	111634	200	117299	612	0	5.50	29.18	8.12	1.66	25.66	0.00	1.86	1323	874	1487
cp-csh	synthetic	333	30000	0.05	0	20	6.6309	0:00:06	21.12	32.37	13.93	14.64	0.00	0.00	85.07	6.13	ok	333	30000	30001	0.00	GapSeed	20	0	1	0	Zero	1500	626	626	148302	159478	108358	205	9072	614	551	5.32	19.79	6.43	0.94	17.01	0.34	1.84	1323	877	1489
cp-sh	synthetic	100	100000	0.05	0	20	10.0969	0:00:10	56.21	67.36	48.94	49.47	0.00	0.00	91.32	9.69	ok	71	100000	100000	0.00	SH	20	0	1	0	Zero	5000	2096	2096	545676	585079	391950	733	562662	2049	0	5.85	141.64	39.62	6.39	127.36	0.00	7.90	4405	2904	4954
cp-csh	synthetic	100	100000	0.05	0	20	8.0380	0:00:08	33.84	44.89	26.63	27.25	0.00	0.00	90.92	7.83	ok	100	100000	99998	0.00	GapSeed	20	0	1	0	Zero	5000	2093	2093	527535	566069	380459	757	35806	2055	1841	5.66	79.93	21.76	2.83	69.19	1.31	7.91	4405	2915	4962
cp-sh	synthetic	33	300000	0.05	0	20	10.4471	0:00:10	64.98	75.85	57.41	58.14	0.00	0.00	88.04	9.70	ok	17	300000	300009	0.00	SH	20	0	1	0	Zero	15000	6288	6288	1647800	1766027	1180787	2195	2089043	6150	0	5.89	607.79	75.23	40.87	540.38	0.00	26.54	13222	8712	14862
cp-csh	synthetic	33	300000	0.05	0	20	9.1088	0:00:09	63.25	74.29	55.86	56.63	0.00	0.00	89.48	8.60	ok	33	300000	300003	0.00	GapSeed	20	0	1	0	Zero	15000	6285	6285	1595872	1711592	1147990	2294	113892	6170	5532	5.71	274.70	50.72	8.96	239.62	4.58	26.12	13214	8743	14886
cp-sh	synthetic	10	1000000	0.05	0	20	11.4717	0:00:11	157.47	169.94	150.02	150.55	0.00	0.00	89.78	10.77	ok	4	1000000	1000098	0.00	SH	20	0	1	0	Zero	50000	20956	20956	5541133	5938540	3967281	7579	8489831	20496	0	5.94	2856.92	130.66	203.62	2531.57	0.00	121.72	44055	29044	49540
cp-csh	synthetic	10	1000000	0.05	0	20	10.1939	0:00:10	169.16	222.18	161.72	162.25	0.00	0.00	91.43	9.81	ok	9	1000000	1000014	0.00	GapSeed	20	0	1	0	Zero	50000	20934	20934	5365208	5753444	3855906	7704	390465	20550	18405	5.75	1127.84	97.99	39.37	974.46	18.00	114.01	44055	29157	49619
cp-sh	synthetic	3	3000000	0.05	0	20	12.9428	0:00:12	263.54	292.81	256.59	257.28	0.00	0.00	91.71	12.38	ok	1	3000000	2999789	0.00	SH	20	0	1	0	Zero	150000	62976	62976	17207817	18421341	12237959	23497	30253723	61593	0	6.14	12904.26	0.00	767.12	11632.10	0.00	505.04	132330	87024	148617
cp-csh	synthetic	3	3000000	0.05	0	20	11.8505	0:00:11	337.35	403.49	330.49	331.21	0.00	0.00	91.18	11.30	ok	3	3000000	2999595	0.00	GapSeed	20	0	1	0	Zero	150000	62806	62806	16473405	17651939	11779728	23845	1215302	61660	55212	5.88	3925.29	250.35	135.65	3361.54	74.77	428.10	132206	87486	148860
cp-sh	synthetic	1	10000000	0.05	0	20	55.7383	0:00:55	907.65	942.35	900.47	901.00	0.00	0.00	79.90	45.02	ok	1	10000000	9999569	0.00	SH	20	0	1	0	Zero	499997	209534	209534	55566018	59531776	39732030	74908	112370414	204922	0	5.95	55671.19	0.00	3480.02	50227.83	0.00	1963.33	440315	290463	495385
cp-csh	synthetic	1	10000000	0.05	0	20	17.1931	0:00:17	1115.52	1430.32	1108.98	1109.53	0.00	0.00	86.60	15.40	ok	1	10000000	9999569	0.00	GapSeed	20	0	1	0	Zero	500000	209540	209540	53109931	56968766	38234089	75643	3882284	205649	184200	5.70	17109.72	0.00	559.98	14521.00	334.78	2028.73	440315	291479	496135
cp-sh	synthetic	100000	100	0.05	0	21	2.4438	0:00:02	9.73	20.99	2.46	3.24	0.00	0.00	60.57	1.98	ok	100000	100	99	0.00	SH	21	0	1	0	Zero	4	1	1	192	210	165	0	2	1	0	2.11	0.02	0.08	0.00	0.01	0.00	0.01	4	3	4
cp-csh	synthetic	100000	100	0.05	0	21	2.2981	0:00:02	9.99	20.99	2.45	3.19	0.00	0.00	67.88	2.03	ok	100000	100	99	0.00	GapSeed	21	0	1	0	Zero	4	1	1	187	205	161	0	0	1	1	2.05	0.02	0.07	0.00	0.01	0.00	0.01	4	3	4
cp-sh	synthetic	33333	300	0.05	0	21	2.7782	0:00:02	9.87	20.99	2.52	3.06	0.00	0.00	71.77	2.48	ok	33333	300	300	0.00	SH	21	0	1	0	Zero	14	5	5	689	754	579	0	33	5	0	2.52	0.08	0.24	0.01	0.05	0.00	0.02	13	9	14
cp-csh	synthetic	33333	300	0.05	0	21	2.6626	0:00:02	9.64	20.99	2.56	3.08	0.00	0.00	77.74	2.56	ok	33333	300	300	0.00	GapSeed	21	0	1	0	Zero	14	5	5	671	735	565	0	3	5	4	2.45	0.08	0.13	0.01	0.05	0.00	0.02	13	9	14
cp-sh	synthetic	10000	1000	0.05	0	21	3.7242	0:00:03	10.26	21.28	2.88	3.70	0.00	0.00	81.46	3.54	ok	10000	1000	1000	0.00	SH	21	0	1	0	Zero	47	18	18	3332	3623	2650	3	510	18	0	3.62	0.37	0.37	0.04	0.28	0.00	0.05	44	28	47
cp-csh	synthetic	10000	1000	0.05	0	21	3.6120	0:00:03	10.06	21.24	2.84	3.55	0.00	0.00	70.58	3.06	ok	10000	1000	1000	0.00	GapSeed	21	0	1	0	Zero	47	18	18	3257	3543	2595	3	57	18	16	3.54	0.36	0.31	0.03	0.28	0.01	0.05	44	28	47
cp-sh	synthetic	3333	3000	0.05	0	21	6.0846	0:00:06	10.71	22.35	3.72	4.24	0.00	0.00	85.95	5.72	ok	3333	3000	2999	0.00	SH	21	0	1	0	Zero	142	56	56	14575	15703	10885	17	4555	55	0	5.23	1.81	1.14	0.11	1.54	0.00	0.16	132	85	141
cp-csh	synthetic	3333	3000	0.05	0	21	5.5598	0:00:05	10.45	21.70	3.25	3.81	0.00	0.00	85.46	5.28	ok	3333	3000	2999	0.00	GapSeed	21	0	1	0	Zero	142	56	56	14216	15325	10647	17	555	55	50	5.11	1.65	0.93	0.08	1.41	0.03	0.16	132	85	141
cp-sh	synthetic	1000	10000	0.05	0	21	10.0360	0:00:10	15.13	26.43	8.07	8.60	0.00	0.00	92.17	9.71	ok	908	10000	9999	0.00	SH	21	0	1	0	Zero	476	190	190	69605	74257	48900	94	38508	186	0	7.43	11.00	5.69	0.43	10.02	0.00	0.55	441	286	472
cp-csh	synthetic	1000	10000	0.05	0	21	8.9522	0:00:08	15.26	26.46	8.04	8.56	0.00	0.00	91.37	8.66	ok	1000	10000	9999	0.00	GapSeed	21	0	1	0	Zero	476	190	190	67378	71938	47527	96	4825	186	167	7.19	8.90	5.10	0.26	8.08	0.12	0.57	441	287	473
cp-sh	synthetic	333	30000	0.05	0	21	10.0788	0:00:10	31.54	42.66	24.21	24.91	0.00	0.00	90.20	9.58	ok	177	30000	30004	0.00	SH	21	0	1	0	Zero	1428	569	569	256555	272191	174232	367	216622	557	0	9.07	56.66	25.73	1.75	52.70	0.00	2.22	1323	858	1416
cp-csh	synthetic	333	30000	0.05	0	21	10.0367	0:00:10	21.29	32.50	14.07	14.78	0.00	0.00	92.36	9.75	ok	277	30000	30002	0.00	GapSeed	21	0	1	0	Zero	1428	569	569	239220	254274	164143	362	22385	559	501	8.48	36.08	16.25	0.91	33.07	0.44	2.10	1323	861	1418
cp-sh	synthetic	100	100000	0.05	0	21	10.1522	0:00:10	56.14	67.03	48.60	49.15	0.00	0.00	92.38	9.85	ok	37	100000	99992	0.00	SH	21	0	1	0	Zero	4761	1901	1901	935024	989966	626663	1385	1095881	1859	0	9.90	272.40	72.27	6.24	257.67	0.00	8.48	4411	2859	4719
cp-csh	synthetic	100	100000	0.05	0	21	10.1334	0:00:10	62.91	108.25	57.00	57.52	0.00	0.00	91.79	9.79	ok	63	100000	100000	0.00	GapSeed	21	0	1	0	Zero	4761	1904	1904	899927	953160	604648	1411	100248	1871	1675	9.53	160.12	72.51	2.73	148.27	1.79	9.12	4407	2866	4729
cp-sh	synthetic	33	300000	0.05	0	21	11.3703	0:00:11	120.16	131.70	112.55	113.28	0.00	0.00	92.08	10.96	ok	8	300000	299991	0.00	SH	21	0	1	0	Zero	14285	5693	5693	3079578	3248931	2022282	4685	4316572	5567	0	10.83	1414.19	332.19	40.26	1342.58	0.00	31.35	13235	8592	14160
cp-csh	synthetic	33	300000	0.05	0	21	10.0732	0:00:10	104.03	115.29	96.86	97.58	0.00	0.00	93.22	9.86	ok	16	300000	300017	0.00	GapSeed	21	0	1	0	Zero	14285	5721	5721	2836446	2998410	1885101	4529	337932	5624	5030	9.99	626.90	168.45	14.84	579.07	6.36	32.99	13222	8589	14188
