alg	model	cnt	n	e	m	k	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time	exit_status	nr	|a|	|b|	r	H	k	m	pr	bf	d-f	seeds	matches	f-match	expanded	explored	greedy	dbl	ret	prunes	shift	band	t	t_std	precom	align	prune	trace	ed	h0	h0end
cp-sh	synthetic	333	30000	0.05	0	15	5.1831	0:00:05	11.89	23.32	4.96	6.50	18.11	0.00	80.66	4.68	ok	333	30000	30001	0.00	SH	15	0	1	0	Zero	2000	1049	1049	57359	63160	47319	62	693	1028	927	2.11	15.12	2.43	1.80	10.18	0.00	3.14	1323	951	1979
cp-csh	synthetic	333	30000	0.05	0	15	5.6084	0:00:05	12.02	23.32	4.82	6.45	0.00	0.00	83.62	5.19	ok	333	30000	30001	0.00	CSH	15	0	1	0	Zero	2000	1049	1049	56982	62727	47004	63	657	1028	922	2.09	16.43	2.77	2.06	11.12	0.73	3.24	1323	957	1979
cp-sh	synthetic	100	100000	0.05	0	15	5.7058	0:00:05	16.01	27.75	10.84	11.92	0.00	0.00	83.05	5.24	ok	100	100000	99997	0.00	SH	15	0	1	0	Zero	6666	3503	3503	191905	211282	158162	210	2255	3431	3096	2.11	55.97	5.68	9.01	30.81	0.00	16.15	4404	3163	6594
cp-csh	synthetic	100	100000	0.05	0	15	6.1209	0:00:06	15.53	26.87	10.45	11.55	0.00	0.00	85.29	5.72	ok	100	100000	99997	0.00	CSH	15	0	1	0	Zero	6666	3503	3503	190672	209863	157119	215	2144	3431	3078	2.10	60.25	5.95	9.68	34.30	2.89	16.26	4404	3183	6595
cp-sh-noprune	synthetic	1000	100	0.05	0	15	0.0926	0:00:00	1.48	7.25	0.28	0.61	0.00	0.00	0.00	0.00	ok	1000	100	99	0.00	SH	15	0	0	0	Zero	6	3	3	175	194	147	0	0	0	0	1.94	0.04	0.01	0.01	0.03	0.00	0.01	4	3	3
cp-csh-noprune	synthetic	1000	100	0.05	0	15	0.0952	0:00:00	3.03	7.38	0.07	0.69	0.00	0.00	0.00	0.00	ok	1000	100	99	0.00	CSH	15	0	0	0	Zero	6	3	3	173	191	145	0	0	0	0	1.92	0.05	0.01	0.01	0.03	0.00	0.01	4	3	3
cp-sh-noprune	synthetic	333	300	0.05	0	15	0.1028	0:00:00	3.05	7.38	0.07	0.70	0.00	0.00	0.00	0.00	ok	333	300	300	0.00	SH	15	0	0	0	Zero	20	10	10	736	811	588	0	0	0	0	2.70	0.17	0.05	0.02	0.11	0.00	0.03	13	10	10
cp-csh-noprune	synthetic	333	300	0.05	0	15	0.1052	0:00:00	1.47	7.25	0.27	0.62	0.00	0.00	0.00	0.00	ok	333	300	300	0.00	CSH	15	0	0	0	Zero	20	10	10	723	796	579	0	0	0	0	2.66	0.18	0.05	0.02	0.12	0.00	0.03	13	10	10
cp-sh-noprune	synthetic	100	1000	0.05	0	15	0.2385	0:00:00	3.10	7.38	0.07	1.01	0.00	0.00	0.00	0.00	ok	100	1000	999	0.00	SH	15	0	0	0	Zero	66	35	35	8123	8698	5333	10	0	0	0	8.70	1.92	0.56	0.07	1.72	0.00	0.12	44	31	31
cp-csh-noprune	synthetic	100	1000	0.05	0	15	0.2405	0:00:00	0.01	1.34	0.02	0.02	0.00	0.00	0.00	0.00	ok	100	1000	999	0.00	CSH	15	0	0	0	Zero	66	35	35	7894	8466	5209	14	0	0	0	8.47	1.95	0.57	0.08	1.76	0.00	0.12	44	31	31
cp-sh-noprune	synthetic	33	3000	0.05	0	15	1.1052	0:00:01	15.35	26.40	7.99	9.62	0.00	0.00	46.73	1.02	ok	33	3000	3001	0.00	SH	15	0	0	0	Zero	200	103	103	103648	107331	57304	163	0	0	0	35.77	31.97	8.43	0.25	31.27	0.00	0.46	133	96	96
cp-csh-noprune	synthetic	33	3000	0.05	0	15	1.1259	0:00:01	15.14	26.25	7.81	9.43	0.00	0.00	45.90	1.02	ok	33	3000	3001	0.00	CSH	15	0	0	0	Zero	200	103	103	99829	103604	55472	230	0	0	0	34.52	32.62	9.10	0.26	31.91	0.00	0.45	133	97	97
cp-sh-noprune	synthetic	10	10000	0.05	0	15	6.7235	0:00:06	52.37	63.73	47.23	48.25	0.00	0.00	84.44	6.17	ok	10	10000	10006	0.00	SH	15	0	0	0	Zero	666	353	353	1756268	1781754	873743	2825	0	0	0	178.06	667.35	54.85	0.66	664.55	0.00	2.15	440	313	313
cp-csh-noprune	synthetic	10	10000	0.05	0	15	6.8287	0:00:06	52.38	63.68	47.15	48.17	0.00	0.00	83.19	6.18	ok	10	10000	10006	0.00	CSH	15	0	0	0	Zero	666	353	353	1714904	1742882	854421	4173	0	0	0	174.18	678.17	55.83	0.71	675.38	0.00	2.07	440	314	314
cp-sh-noprune	synthetic	3	30000	0.05	0	15	24.8902	0:00:24	391.36	570.36	385.92	386.62	0.00	0.00	60.27	15.50	ok	3	30000	30002	0.00	SH	15	0	0	0	Zero	2000	1054	1054	16685547	16834044	8035729	27512	0	0	0	561.08	8280.10	211.58	1.95	8271.18	0.00	6.96	1324	945	945
cp-csh-noprune	synthetic	3	30000	0.05	0	15	25.4818	0:00:25	391.48	536.36	386.10	386.80	0.00	0.00	58.77	15.48	ok	3	30000	30002	0.00	CSH	15	0	0	0	Zero	2000	1054	1054	16109156	16276635	7764300	39350	0	0	0	542.51	8477.64	271.89	2.19	8468.45	0.00	7.00	1324	951	951
cp-sh-noprune	synthetic	1	100000	0.05	0	15	100.9295	0:01:40	2720.08	2732.14	2712.81	2714.37	0.00	0.00	74.46	75.66	ok	1	100000	99989	0.00	SH	15	0	0	0	Zero	6666	3543	3543	192696749	193991303	91567551	306485	0	0	0	1939.91	100877.31	0.00	10.44	100841.05	0.00	25.82	4398	3123	3123
cp-csh-noprune	synthetic	1	100000	0.05	0	15	103.1784	0:01:43	2719.32	2731.41	2712.06	2713.62	0.00	0.00	73.07	75.92	ok	1	100000	99989	0.00	CSH	15	0	0	0	Zero	6666	3543	3543	186738621	188240997	88764737	442868	0	0	0	1882.41	103127.41	0.00	10.96	103090.38	0.00	26.05	4398	3140	3140
dijkstra	synthetic	1000	100	0.05			0.0875	0:00:00	3.04	7.38	0.07	0.69	0.00	0.00	0.00	0.00	ok	1000	100	99	0.00	Zero	0	0	0	0		0	0	0	395	420	352	0	0	0	0	4.20	0.04	0.01	0.00	0.03	0.00	0.01	4	0	0
dijkstra	synthetic	333	300	0.05			0.1765	0:00:00	3.04	7.38	0.07	0.69	0.00	0.00	0.00	0.00	ok	333	300	300	0.00	Zero	0	0	0	0		0	0	0	3836	3992	3114	0	0	0	0	13.30	0.39	0.09	0.00	0.36	0.00	0.03	13	0	0
dijkstra	synthetic	100	1000	0.05			0.8658	0:00:00	10.59	22.00	5.54	6.57	0.00	0.00	0.00	0.50	ok	100	1000	999	0.00	Zero	0	0	0	0		0	0	0	54095	55128	36678	0	0	0	0	55.13	8.21	1.86	0.00	8.09	0.00	0.12	44	0	0
dijkstra	synthetic	33	3000	0.05			4.7796	0:00:04	26.49	37.94	19.57	21.12	0.00	0.00	76.98	4.18	ok	33	3000	3001	0.00	Zero	0	0	0	0		0	0	0	582426	586622	332079	0	0	0	0	195.48	143.32	16.54	0.00	142.80	0.00	0.53	133	0	0
dijkstra	synthetic	10	10000	0.05			19.8527	0:00:19	111.66	156.95	106.55	107.56	0.00	0.00	78.88	16.19	ok	10	10000	10006	0.00	Zero	0	0	0	0		0	0	0	6816944	6831825	3578684	0	0	0	0	682.74	1980.47	70.21	0.00	1978.39	0.00	2.08	440	0	0
dijkstra	synthetic	3	30000	0.05			70.7749	0:01:10	685.51	841.96	680.32	681.00	0.00	0.00	63.36	45.35	ok	3	30000	30002	0.00	Zero	0	0	0	0		0	0	0	59502704	59547480	30237848	0	0	0	0	1984.74	23575.74	891.79	0.00	23568.55	0.00	7.19	1324	0	0
dijkstra	synthetic	1	100000	0.05			287.2587	0:04:47	8752.57	8765.53	8745.65	8747.20	0.00	0.00	99.25	285.62	ok	1	100000	99989	0.00	Zero	0	0	0	0		0	0	0	657999388	658148973	330227588	0	0	0	0	6581.49	287208.34	0.00	0.00	287180.47	0.00	27.86	4398	0	0
