alg	cnt	n	e	k	m	pf	band	s	h:m:s	max_rss	max_vms	max_uss	max_pss	io_in	io_out	mean_load	cpu_time
pa	1000	10000	0.2	6	0	0.8	65.660	162.6305	0:02:42	48.45	59.83	42.48	42.87	0.00	0.00	82.86	135.24
pa	1000	10000	0.2	6	0	0.8	65.660	161.9203	0:02:41	48.45	59.89	42.52	42.91	0.00	0.00	83.39	135.50
pa	1000	10000	0.2	6	0	1.0	15.901	43.2620	0:00:43	35.85	46.82	29.74	30.14	0.00	0.00	34.77	15.52
pa	1000	10000	0.2	6	0	1.0	15.901	43.0828	0:00:43	35.79	46.86	29.73	30.11	0.00	0.00	35.11	15.62
pa	1000	10000	0.2	6	0	1.0	15.901	42.8963	0:00:42	35.85	46.86	29.74	30.12	0.00	0.00	35.08	15.53
pa	1000	10000	0.2	8	0	0.01		200.0189	0:03:20	108.88	119.73	102.65	103.06	0.00	0.00	97.50	195.47
pa	1000	10000	0.2	8	0	0.01		200.0190	0:03:20	108.78	119.73	102.64	103.04	0.00	0.00	97.48	195.45
pa	1000	10000	0.2	8	0	0.01		200.0190	0:03:20	108.82	119.77	102.68	103.06	0.00	0.00	97.21	194.90
pa	1000	10000	0.2	8	0	0.4		200.0186	0:03:20	103.22	114.18	97.00	97.40	0.00	0.00	97.21	194.93
pa	1000	10000	0.2	8	0	0.4		200.0185	0:03:20	103.15	114.18	96.99	97.39	0.00	0.00	97.50	195.49
pa	1000	10000	0.2	8	0	0.4		200.0183	0:03:20	102.97	114.07	96.91	97.31	0.00	0.00	97.14	194.75
pa	1000	10000	0.2	8	0	0.8		200.0182	0:03:20	95.38	106.90	89.26	89.66	0.00	0.00	97.24	195.00
pa	1000	10000	0.2	8	0	0.8		200.0181	0:03:20	95.02	106.90	89.22	89.60	0.00	0.00	97.03	194.59
pa	1000	10000	0.2	8	0	0.8		200.0112	0:03:20	95.38	106.90	89.28	89.66	0.00	0.00	97.41	195.29
pa	1000	10000	0.2	8	0	1.0		200.0173	0:03:20	89.24	101.02	83.21	83.60	0.00	0.00	97.05	194.59
pa	1000	10000	0.2	8	0	1.0		200.0175	0:03:20	89.03	101.07	83.28	83.67	0.00	0.00	97.24	195.02
pa	1000	10000	0.2	8	0	1.0		200.0173	0:03:20	89.20	101.07	83.28	83.67	0.00	0.00	97.21	194.94
pa	1000	10000	0.2	10	0	0.01		200.0202	0:03:20	127.33	138.34	121.21	121.60	0.00	0.00	97.26	194.98
pa	1000	10000	0.2	10	0	0.01		200.0204	0:03:20	127.47	138.38	121.25	121.65	0.00	0.00	97.21	194.90
pa	1000	10000	0.2	10	0	0.01		200.0203	0:03:20	127.28	138.34	121.23	121.62	0.00	0.00	97.04	194.58
pa	1000	10000	0.2	10	0	0.4		200.0200	0:03:20	126.90	137.92	120.84	121.23	0.00	0.00	97.19	194.86
pa	1000	10000	0.2	10	0	0.4		200.0200	0:03:20	126.89	138.15	120.90	121.31	0.00	0.00	97.46	195.43
pa	1000	10000	0.2	10	0	0.4		200.0207	0:03:20	126.81	138.15	120.91	121.30	0.00	0.00	97.23	194.94
pa	1000	10000	0.2	10	0	0.8		200.0206	0:03:20	126.11	138.11	120.02	120.42	0.00	0.00	97.51	195.52
pa	1000	10000	0.2	10	0	0.8		200.0204	0:03:20	126.07	138.11	120.02	120.43	0.00	0.00	97.54	195.58
pa	1000	10000	0.2	10	0	0.8		200.0204	0:03:20	126.22	138.11	120.02	120.43	0.00	0.00	97.45	195.39
pa	1000	10000	0.2	10	0	1.0		200.0199	0:03:20	124.01	135.95	117.87	118.31	0.00	0.00	97.22	194.92
pa	1000	10000	0.2	10	0	1.0		200.0206	0:03:20	123.86	135.93	117.63	118.03	0.00	0.00	97.16	194.81
pa	1000	10000	0.2	10	0	1.0		200.0204	0:03:20	123.66	135.93	117.66	118.05	0.00	0.00	97.43	195.31
pa	1000	10000	0.2	12	0	0.01		200.0208	0:03:20	138.43	149.69	132.50	132.88	0.00	0.00	97.36	195.19
pa	1000	10000	0.2	12	0	0.01		200.0204	0:03:20	138.59	149.50	132.39	132.80	0.00	0.00	97.29	195.03
pa	1000	10000	0.2	12	0	0.01		200.0204	0:03:20	138.47	149.50	132.39	132.80	0.00	0.00	97.34	195.18
pa	1000	10000	0.2	12	0	0.4		200.0212	0:03:20	138.45	149.66	132.49	132.88	0.00	0.00	97.44	195.36
pa	1000	10000	0.2	12	0	0.4		200.0213	0:03:20	138.43	149.66	132.50	132.88	0.00	0.00	97.42	195.35
pa	1000	10000	0.2	12	0	0.4		200.0217	0:03:20	138.05	149.48	132.08	132.47	0.00	0.00	97.44	195.36
pa	1000	10000	0.2	12	0	0.8		200.0209	0:03:20	137.94	149.19	131.91	132.34	0.00	0.00	97.47	195.45
pa	1000	10000	0.2	12	0	0.8		200.0213	0:03:20	137.96	149.22	131.85	132.25	0.00	0.00	97.25	194.99
pa	1000	10000	0.2	12	0	0.8		200.0214	0:03:20	138.00	149.19	131.91	132.32	0.00	0.00	97.14	194.78
pa	1000	10000	0.2	12	0	1.0		200.0215	0:03:20	138.18	149.00	131.81	132.20	0.00	0.00	97.16	194.82
pa	1000	10000	0.2	12	0	1.0		200.0215	0:03:20	137.74	149.03	131.75	132.14	0.00	0.00	97.47	195.42
pa	1000	10000	0.2	12	0	1.0		200.0215	0:03:20	137.91	149.00	131.81	132.22	0.00	0.00	97.48	195.47
pa	1000	10000	0.2	15	0	0.01		200.0207	0:03:20	138.54	149.84	132.69	133.08	0.00	0.00	97.24	194.96
pa	1000	10000	0.2	15	0	0.01		200.0208	0:03:20	138.30	149.89	132.48	132.87	0.00	0.00	97.39	195.27
pa	1000	10000	0.2	15	0	0.01		200.0209	0:03:20	138.80	149.84	132.65	133.06	0.00	0.00	97.51	195.50
pa	1000	10000	0.2	15	0	0.4		200.0210	0:03:20	138.73	149.83	132.73	133.13	0.00	0.00	97.29	195.06
pa	1000	10000	0.2	15	0	0.4		200.0210	0:03:20	138.99	149.98	132.86	133.28	0.00	0.00	97.38	195.21
pa	1000	10000	0.2	15	0	0.4		200.0210	0:03:20	138.76	149.83	132.72	133.11	0.00	0.00	97.28	195.04
pa	1000	10000	0.2	15	0	0.8		200.0206	0:03:20	138.62	150.02	132.57	132.97	0.00	0.00	97.24	194.98
pa	1000	10000	0.2	15	0	0.8		200.0205	0:03:20	138.50	150.02	132.57	132.96	0.00	0.00	97.11	194.73
pa	1000	10000	0.2	15	0	0.8		200.0207	0:03:20	138.57	149.95	132.49	132.90	0.00	0.00	97.41	195.32
pa	1000	10000	0.2	15	0	1.0		200.0215	0:03:20	138.70	149.93	132.61	132.99	0.00	0.00	97.20	194.90
pa	1000	10000	0.2	15	0	1.0		200.0212	0:03:20	138.83	149.93	132.62	133.03	0.00	0.00	97.24	194.99
pa	1000	10000	0.2	15	0	1.0		200.0213	0:03:20	138.45	149.90	132.49	132.89	0.00	0.00	97.40	195.30
pa	1000	10000	0.2	20	0	0.01		200.0213	0:03:20	138.72	149.98	132.91	133.30	0.00	0.00	97.40	195.30
pa	1000	10000	0.2	20	0	0.01		200.0210	0:03:20	138.82	150.05	132.67	133.09	0.00	0.00	97.45	195.37
pa	1000	10000	0.2	20	0	0.01		200.0213	0:03:20	139.00	149.98	132.91	133.33	0.00	0.00	97.49	195.46
pa	1000	10000	0.2	20	0	0.4		200.0217	0:03:20	138.74	149.81	132.68	133.06	0.00	0.00	97.32	195.10
pa	1000	10000	0.2	20	0	0.4		200.0217	0:03:20	138.85	149.81	132.69	133.09	0.00	0.00	97.11	194.69
pa	1000	10000	0.2	20	0	0.4		200.0209	0:03:20	138.79	149.81	132.71	133.12	0.00	0.00	97.19	194.90
pa	1000	10000	0.2	20	0	0.8		200.0208	0:03:20	138.82	150.10	132.71	133.12	0.00	0.00	97.22	194.92
pa	1000	10000	0.2	20	0	0.8		200.0205	0:03:20	138.89	150.07	132.65	133.05	0.00	0.00	97.07	194.62
pa	1000	10000	0.2	20	0	0.8		200.0209	0:03:20	138.80	150.07	132.65	133.05	0.00	0.00	97.22	194.89
pa	1000	10000	0.2	20	0	1.0		200.0211	0:03:20	138.84	149.98	132.70	133.12	0.00	0.00	97.27	195.02
pa	1000	10000	0.2	20	0	1.0		200.0210	0:03:20	138.65	149.82	132.56	132.96	0.00	0.00	97.33	195.15
pa	1000	10000	0.2	20	0	1.0		200.0210	0:03:20	138.67	149.97	132.58	132.98	0.00	0.00	97.23	194.92
pa	1000	10000	0.2	32	0	0.01		200.0272	0:03:20	226.36	262.14	220.52	220.91	0.00	0.00	97.51	195.54
pa	1000	10000	0.2	32	0	0.01		200.0279	0:03:20	225.75	261.11	219.76	220.13	0.00	0.00	97.55	195.58
pa	1000	10000	0.2	32	0	0.01		200.0283	0:03:20	226.25	262.14	220.52	220.92	0.00	0.00	97.59	195.72
pa	1000	10000	0.2	32	0	0.4		200.0265	0:03:20	225.66	261.13	219.70	220.09	0.00	0.00	97.47	195.45
pa	1000	10000	0.2	32	0	0.4		200.0279	0:03:20	225.66	261.13	219.58	219.97	0.00	0.00	97.53	195.56
pa	1000	10000	0.2	32	0	0.4		200.0281	0:03:20	226.22	261.61	220.00	220.41	0.00	0.00	97.25	195.01
pa	1000	10000	0.2	32	0	0.8		200.0278	0:03:20	226.22	261.78	220.23	220.64	0.00	0.00	97.33	195.20
pa	1000	10000	0.2	32	0	0.8		200.0280	0:03:20	225.92	261.78	220.04	220.43	0.00	0.00	97.37	195.23
pa	1000	10000	0.2	32	0	0.8		200.0281	0:03:20	228.50	263.76	222.14	222.54	0.00	0.00	97.24	194.96
pa	1000	10000	0.2	32	0	1.0		200.0272	0:03:20	227.96	263.71	221.64	222.06	0.00	0.00	97.44	195.36
pa	1000	10000	0.2	32	0	1.0		200.0280	0:03:20	217.73	253.86	211.69	212.10	0.00	0.00	97.42	195.34
pa	1000	10000	0.2	32	0	1.0		200.0282	0:03:20	217.82	253.86	211.68	212.10	0.00	0.00	96.90	194.33
pa	1000	10000	0.2	7	1	0.01		200.0148	0:03:20	50.65	61.82	44.64	45.04	0.00	0.00	96.91	194.29
pa	1000	10000	0.2	7	1	0.01		200.0150	0:03:20	50.92	61.82	44.67	45.09	0.00	0.00	96.87	194.30
pa	1000	10000	0.2	7	1	0.01		200.0156	0:03:20	50.79	61.82	44.65	45.06	0.00	0.00	97.09	194.72
pa	1000	10000	0.2	7	1	0.4	2.344	27.6156	0:00:27	34.62	47.29	28.72	29.11	0.00	0.00	54.46	15.53
pa	1000	10000	0.2	7	1	0.4	2.344	27.9263	0:00:27	34.84	47.29	28.75	29.17	0.00	0.00	53.54	15.44
pa	1000	10000	0.2	7	1	0.4	2.344	28.6864	0:00:28	34.98	47.27	28.70	29.10	0.00	0.00	51.70	15.31
pa	1000	10000	0.2	7	1	0.8	2.059	41.0782	0:00:41	34.79	47.33	28.77	29.18	0.00	0.00	36.61	15.53
pa	1000	10000	0.2	7	1	0.8	2.059	41.0046	0:00:41	34.91	47.33	28.75	29.16	0.00	0.00	36.65	15.52
pa	1000	10000	0.2	7	1	0.8	2.059	39.9463	0:00:39	34.95	47.42	28.86	29.25	0.00	0.00	37.50	15.47
pa	1000	10000	0.2	7	1	1.0	2.009	58.6594	0:00:58	35.21	47.50	28.96	29.38	0.00	0.00	76.39	45.30
pa	1000	10000	0.2	7	1	1.0	2.009	57.4179	0:00:57	35.27	47.50	28.93	29.33	0.00	0.00	78.04	45.29
pa	1000	10000	0.2	7	1	1.0	2.009	57.2093	0:00:57	35.11	47.50	28.94	29.35	0.00	0.00	78.41	45.35
pa	1000	10000	0.2	9	1	0.01		200.0151	0:03:20	59.25	70.29	53.16	53.57	0.00	0.00	96.80	194.07
pa	1000	10000	0.2	9	1	0.01		200.0152	0:03:20	59.24	70.32	53.16	53.56	0.00	0.00	97.36	195.20
pa	1000	10000	0.2	9	1	0.01		200.0151	0:03:20	59.29	70.32	53.15	53.57	0.00	0.00	97.19	194.89
pa	1000	10000	0.2	9	1	0.4	9.324	28.2424	0:00:28	34.65	45.47	28.48	28.90	0.00	0.00	52.90	15.42
pa	1000	10000	0.2	9	1	0.4	9.324	28.2019	0:00:28	34.61	45.47	28.47	28.88	0.00	0.00	52.52	15.29
pa	1000	10000	0.2	9	1	0.4	9.324	28.0575	0:00:28	34.43	45.47	28.48	28.87	0.00	0.00	53.39	15.47
pa	1000	10000	0.2	9	1	0.8	3.342	11.9357	0:00:11	31.59	42.43	25.33	25.73	0.00	0.00	91.41	11.40
pa	1000	10000	0.2	9	1	0.8	3.342	11.8809	0:00:11	30.95	41.90	24.92	25.33	0.00	0.00	91.33	11.34
pa	1000	10000	0.2	9	1	0.8	3.342	11.8389	0:00:11	31.06	41.90	24.95	25.37	0.00	0.00	92.15	11.40
pa	1000	10000	0.2	9	1	1.0	2.990	11.0590	0:00:11	30.91	42.26	25.02	25.42	0.00	0.00	93.85	10.87
pa	1000	10000	0.2	9	1	1.0	2.990	11.0926	0:00:11	31.05	42.26	25.02	25.43	0.00	0.00	94.03	10.92
pa	1000	10000	0.2	9	1	1.0	2.990	10.9701	0:00:10	31.12	42.26	25.04	25.46	0.00	0.00	94.63	10.87
pa	1000	10000	0.2	11	1	0.01		200.0165	0:03:20	72.54	83.36	66.09	66.51	0.00	0.00	97.48	195.46
pa	1000	10000	0.2	11	1	0.01		200.0165	0:03:20	72.22	83.36	66.09	66.49	0.00	0.00	97.35	195.18
pa	1000	10000	0.2	11	1	0.01		200.0167	0:03:20	72.00	83.36	66.10	66.50	0.00	0.00	97.17	194.84
pa	1000	10000	0.2	11	1	0.4		117.6183	0:01:57	56.25	67.35	50.16	50.55	0.00	0.00	89.24	105.44
pa	1000	10000	0.2	11	1	0.4		118.1194	0:01:58	56.18	67.35	50.16	50.58	0.00	0.00	88.38	104.88
pa	1000	10000	0.2	11	1	0.4		117.9731	0:01:57	56.18	67.35	50.16	50.56	0.00	0.00	88.64	105.06
pa	1000	10000	0.2	11	1	0.8	13.694	37.6109	0:00:37	34.29	45.52	28.18	28.62	0.00	0.00	39.86	15.48
pa	1000	10000	0.2	11	1	0.8	13.694	37.5524	0:00:37	34.26	45.55	28.19	28.58	0.00	0.00	40.16	15.56
pa	1000	10000	0.2	11	1	0.8	13.694	37.4914	0:00:37	34.36	45.52	28.18	28.58	0.00	0.00	40.11	15.53
pa	1000	10000	0.2	11	1	1.0	7.243	19.7538	0:00:19	32.05	43.03	25.94	26.35	0.00	0.00	76.09	15.52
pa	1000	10000	0.2	11	1	1.0	7.243	19.7222	0:00:19	32.11	43.03	25.94	26.35	0.00	0.00	76.31	15.54
pa	1000	10000	0.2	11	1	1.0	7.243	19.6529	0:00:19	32.11	43.03	25.96	26.38	0.00	0.00	76.63	15.54
pa	1000	10000	0.2	14	1	0.01		200.0180	0:03:20	89.92	100.90	83.82	84.22	0.00	0.00	97.05	194.60
pa	1000	10000	0.2	14	1	0.01		200.0183	0:03:20	89.68	100.90	83.80	84.21	0.00	0.00	96.55	193.61
pa	1000	10000	0.2	14	1	0.01		200.0181	0:03:20	89.79	100.90	83.79	84.19	0.00	0.00	97.32	195.11
pa	1000	10000	0.2	14	1	0.4		200.0179	0:03:20	81.86	93.34	76.05	76.46	0.00	0.00	96.96	194.42
pa	1000	10000	0.2	14	1	0.4		200.0181	0:03:20	82.18	93.42	76.09	76.49	0.00	0.00	96.70	193.87
pa	1000	10000	0.2	14	1	0.4		200.0169	0:03:20	82.50	93.42	76.08	76.50	0.00	0.00	97.33	195.17
pa	1000	10000	0.2	14	1	0.8		36.6640	0:00:36	70.57	83.07	64.55	64.96	0.00	0.00	40.37	15.29
pa	1000	10000	0.2	14	1	0.8		36.5355	0:00:36	70.71	83.07	64.55	64.97	0.00	0.00	40.76	15.38
pa	1000	10000	0.2	14	1	0.8		36.4249	0:00:36	70.73	83.07	64.55	64.97	0.00	0.00	40.99	15.42
pa	1000	10000	0.2	14	1	1.0		200.0156	0:03:20	64.65	76.16	58.73	59.13	0.00	0.00	97.29	195.05
pa	1000	10000	0.2	14	1	1.0		200.0162	0:03:20	64.69	76.18	58.73	59.14	0.00	0.00	96.74	194.02
pa	1000	10000	0.2	14	1	1.0		200.0164	0:03:20	64.64	76.18	58.73	59.11	0.00	0.00	97.12	194.71
pa	333	30000	0.01	6	0	0.01	1.023	9.6138	0:00:09	32.40	44.55	26.41	26.78	0.00	0.00	45.35	4.59
pa	333	30000	0.01	6	0	0.4	1.023	7.5993	0:00:07	31.89	43.58	25.96	26.57	0.00	0.00	75.41	6.08
pa	333	30000	0.01	6	0	0.8	1.023	7.2148	0:00:07	32.07	43.58	25.95	26.66	0.00	0.00	86.19	6.71
pa	333	30000	0.01	6	0	1.0	1.023	46.6728	0:00:46	32.50	44.12	26.50	27.18	0.00	0.00	91.96	43.38
pa	333	30000	0.01	8	0	0.01	1.025	2.0102	0:00:02	30.70	41.96	24.87	25.52	0.00	0.00	51.75	1.52
pa	333	30000	0.01	8	0	0.4	1.023	2.3742	0:00:02	30.80	41.82	24.73	25.39	0.00	0.00	64.85	2.03
pa	333	30000	0.01	8	0	0.8	1.023	2.1976	0:00:02	29.96	40.96	23.87	24.56	0.00	0.00	70.10	2.02
pa	333	30000	0.01	8	0	1.0	1.023	2.2937	0:00:02	29.62	40.73	23.66	24.33	0.00	0.00	67.56	2.03
pa	333	30000	0.01	10	0	0.01	1.029	2.2343	0:00:02	30.72	41.68	24.58	25.00	0.00	0.00	43.84	1.28
pa	333	30000	0.01	10	0	0.4	1.024	2.4705	0:00:02	30.49	41.70	24.60	25.17	0.00	0.00	44.14	1.50
pa	333	30000	0.01	10	0	0.8	1.024	1.6008	0:00:01	29.89	40.71	23.73	24.41	0.00	0.00	64.31	1.52
pa	333	30000	0.01	10	0	1.0	1.024	1.4558	0:00:01	29.69	40.64	23.62	24.29	0.00	0.00	35.01	1.00
pa	333	30000	0.01	12	0	0.01	1.037	1.4074	0:00:01	30.41	41.38	24.30	24.96	0.00	0.00	37.00	1.01
pa	333	30000	0.01	12	0	0.4	1.025	1.5631	0:00:01	30.38	41.45	24.36	25.02	0.00	0.00	66.48	1.52
pa	333	30000	0.01	12	0	0.8	1.025	1.3387	0:00:01	29.74	40.65	23.56	24.25	0.00	0.00	38.81	1.00
pa	333	30000	0.01	12	0	1.0	1.025	2.5905	0:00:02	30.73	41.70	24.60	24.98	0.00	0.00	29.35	1.00
pa	333	30000	0.01	15	0	0.01	1.073	1.3144	0:00:01	30.15	41.47	24.24	24.81	0.00	0.00	34.23	0.91
pa	333	30000	0.01	15	0	0.4	1.026	1.4336	0:00:01	29.98	41.07	23.98	24.58	0.00	0.00	35.53	0.86
pa	333	30000	0.01	15	0	0.8	1.026	1.7788	0:00:01	29.56	40.54	23.53	24.09	0.00	0.00	42.16	0.98
pa	333	30000	0.01	15	0	1.0	1.026	1.4070	0:00:01	29.75	40.77	23.69	24.29	0.00	0.00	35.47	0.84
pa	333	30000	0.01	20	0	0.01	1.272	1.6335	0:00:01	32.43	43.31	26.27	26.94	0.00	0.00	63.71	1.52
pa	333	30000	0.01	20	0	0.4	1.028	1.0984	0:00:01	30.26	41.34	24.25	25.00	0.00	0.00	46.51	1.00
pa	333	30000	0.01	20	0	0.8	1.028	0.9270	0:00:00	28.92	40.14	23.09	23.75	0.00	0.00	0.00	0.49
pa	333	30000	0.01	20	0	1.0	1.028	2.5338	0:00:02	29.43	40.69	23.59	23.96	0.00	0.00	23.68	0.78
pa	333	30000	0.01	32	0	0.01		150.1307	0:02:30	800.93	937.00	794.72	795.33	0.00	0.00	70.42	106.14
pa	333	30000	0.01	32	0	0.4		150.0817	0:02:30	786.43	923.29	780.25	780.92	0.00	0.00	86.95	130.87
pa	333	30000	0.01	32	0	0.8		150.0858	0:02:30	816.27	952.51	810.29	810.95	0.00	0.00	87.98	132.50
pa	333	30000	0.01	32	0	1.0		150.0465	0:02:30	784.91	920.77	778.76	779.43	0.00	0.00	89.33	134.33
pa	333	30000	0.01	7	1	0.01	1.022	61.7402	0:01:01	61.46	91.16	55.71	56.39	0.00	0.00	72.66	45.36
pa	333	30000	0.01	7	1	0.4	1.022	76.1357	0:01:16	62.27	91.03	56.12	56.83	0.00	0.00	98.58	75.51
pa	333	30000	0.01	7	1	0.8	1.022	150.0320	0:02:30	60.95	90.97	55.06	55.62	0.00	0.00	62.14	93.62
pa	333	30000	0.01	7	1	1.0		150.0293	0:02:30	63.79	93.70	57.80	58.40	0.00	0.00	57.53	86.55
pa	333	30000	0.01	9	1	0.01	1.022	12.1720	0:00:12	36.40	49.15	29.88	30.48	0.00	0.00	78.93	10.06
pa	333	30000	0.01	9	1	0.4	1.022	13.0186	0:00:13	35.59	49.10	29.36	30.04	0.00	0.00	95.63	12.94
pa	333	30000	0.01	9	1	0.8	1.022	17.3053	0:00:17	35.59	49.27	29.53	30.09	0.00	0.00	75.67	13.45
pa	333	30000	0.01	9	1	1.0	1.022	21.8850	0:00:21	35.91	49.74	30.00	30.65	0.00	0.00	65.71	14.77
pa	333	30000	0.01	11	1	0.01	1.022	7.4170	0:00:07	34.93	46.80	28.77	29.43	0.00	0.00	90.74	7.22
pa	333	30000	0.01	11	1	0.4	1.022	8.4685	0:00:08	34.40	45.92	28.40	29.06	0.00	0.00	91.86	8.27
pa	333	30000	0.01	11	1	0.8	1.022	21.0292	0:00:21	33.79	45.32	27.62	28.01	0.00	0.00	32.84	7.11
pa	333	30000	0.01	11	1	1.0	1.022	17.1090	0:00:17	34.28	45.67	28.25	28.70	0.00	0.00	53.43	9.32
pa	333	30000	0.01	14	1	0.01	1.023	6.8195	0:00:06	34.11	45.97	27.86	28.44	0.00	0.00	78.16	5.83
pa	333	30000	0.01	14	1	0.4	1.023	8.4370	0:00:08	33.97	45.97	27.80	28.41	0.00	0.00	74.55	6.78
pa	333	30000	0.01	14	1	0.8	1.023	8.6219	0:00:08	33.38	45.97	27.54	28.17	0.00	0.00	77.12	7.03
pa	333	30000	0.01	14	1	1.0	1.023	8.3531	0:00:08	33.57	45.97	27.57	28.22	0.00	0.00	92.08	8.12
pa	333	30000	0.05	6	0	0.01	45.328	133.3478	0:02:13	62.88	74.21	56.89	57.60	0.00	0.00	78.40	105.02
pa	333	30000	0.05	6	0	0.4	1.150	6.2909	0:00:06	33.57	45.30	27.68	28.38	0.00	0.00	90.44	6.17
pa	333	30000	0.05	6	0	0.8	1.145	7.8490	0:00:07	32.64	44.32	26.76	27.46	0.00	0.00	92.51	7.75
pa	333	30000	0.05	6	0	1.0	1.145	29.7408	0:00:29	33.30	44.88	27.24	27.93	0.00	0.00	50.34	15.44
pa	333	30000	0.05	8	0	0.01		200.0186	0:03:20	78.93	90.06	72.82	73.52	0.00	0.00	97.32	195.12
pa	333	30000	0.05	8	0	0.4	1.191	2.9383	0:00:02	32.35	43.52	26.44	27.16	0.00	0.00	70.48	2.56
pa	333	30000	0.05	8	0	0.8	1.176	2.3699	0:00:02	30.85	41.86	24.75	25.47	0.00	0.00	65.44	2.04
pa	333	30000	0.05	8	0	1.0	1.173	2.4795	0:00:02	30.92	41.93	24.83	25.59	0.00	0.00	62.12	2.03
pa	333	30000	0.05	10	0	0.01		200.0193	0:03:20	91.27	103.77	85.23	85.92	0.00	0.00	97.02	194.56
pa	333	30000	0.05	10	0	0.4	1.268	2.0913	0:00:02	32.17	43.28	26.21	26.94	0.00	0.00	74.14	2.04
pa	333	30000	0.05	10	0	0.8	1.222	1.9185	0:00:01	30.97	41.87	24.85	25.58	0.00	0.00	54.20	1.52
pa	333	30000	0.05	10	0	1.0	1.214	1.8347	0:00:01	30.85	41.82	24.80	25.53	0.00	0.00	56.68	1.52
pa	333	30000	0.05	12	0	0.01		200.0198	0:03:20	105.96	118.20	99.91	100.62	0.00	0.00	97.33	195.15
pa	333	30000	0.05	12	0	0.4	1.445	2.5639	0:00:02	32.12	43.21	26.11	26.82	0.00	0.00	60.43	2.04
pa	333	30000	0.05	12	0	0.8	1.294	2.0535	0:00:02	30.82	41.91	24.80	25.52	0.00	0.00	50.64	1.52
pa	333	30000	0.05	12	0	1.0	1.276	1.9728	0:00:01	30.83	41.87	24.80	25.51	0.00	0.00	52.70	1.52
pa	333	30000	0.05	15	0	0.01		200.0225	0:03:20	123.68	135.08	117.65	118.36	0.00	0.00	97.47	195.43
pa	333	30000	0.05	15	0	0.4	3.538	8.1482	0:00:08	39.34	50.56	33.28	34.00	0.00	0.00	88.13	7.67
pa	333	30000	0.05	15	0	0.8	1.530	2.3849	0:00:02	31.62	42.72	25.73	26.45	0.00	0.00	64.97	2.04
pa	333	30000	0.05	15	0	1.0	1.452	2.1537	0:00:02	31.24	42.20	25.09	25.84	0.00	0.00	71.98	2.04
pa	333	30000	0.05	20	0	0.01		200.0247	0:03:20	160.95	173.22	154.59	155.29	0.00	0.00	97.27	195.05
pa	333	30000	0.05	20	0	0.4		200.0209	0:03:20	111.13	122.67	105.01	105.71	0.00	0.00	96.94	194.40
pa	333	30000	0.05	20	0	0.8	7.577	18.5006	0:00:18	46.06	57.27	40.00	40.68	0.00	0.00	81.34	15.54
pa	333	30000	0.05	20	0	1.0	3.146	7.1559	0:00:07	35.14	46.43	29.23	29.92	0.00	0.00	86.39	6.67
pa	333	30000	0.05	32	0	0.01		200.1026	0:03:20	991.10	1128.65	985.04	985.76	0.00	0.00	97.55	195.74
pa	333	30000	0.05	32	0	0.4		200.1008	0:03:20	991.84	1127.45	985.81	986.52	0.00	0.00	97.53	195.59
pa	333	30000	0.05	32	0	0.8		200.0920	0:03:20	991.71	1127.51	985.60	986.32	0.00	0.00	97.36	195.27
pa	333	30000	0.05	32	0	1.0		200.1027	0:03:20	990.30	1126.86	984.16	984.86	0.00	0.00	97.51	195.59
pa	333	30000	0.05	7	1	0.01	1.139	55.5100	0:00:55	58.09	85.69	51.96	52.68	0.00	0.00	80.78	45.33
pa	333	30000	0.05	7	1	0.4	1.122	79.9423	0:01:19	59.74	86.28	53.64	54.35	0.00	0.00	93.63	75.33
pa	333	30000	0.05	7	1	0.8	1.122	157.4117	0:02:37	61.89	91.92	55.80	56.52	0.00	0.00	85.56	135.18
pa	333	30000	0.05	7	1	1.0		200.0187	0:03:20	62.63	92.85	56.73	57.42	0.00	0.00	96.51	193.49
pa	333	30000	0.05	9	1	0.01	1.219	9.4567	0:00:09	37.90	50.19	31.71	32.43	0.00	0.00	93.27	9.31
pa	333	30000	0.05	9	1	0.4	1.133	11.6577	0:00:11	37.20	50.26	31.34	32.08	0.00	0.00	93.32	11.37
pa	333	30000	0.05	9	1	0.8	1.133	12.7977	0:00:12	36.31	50.30	30.33	31.05	0.00	0.00	93.07	12.40
pa	333	30000	0.05	9	1	1.0	1.133	13.7005	0:00:13	35.94	49.45	29.74	30.49	0.00	0.00	94.59	13.45
pa	333	30000	0.05	11	1	0.01	1.872	8.5774	0:00:08	37.17	49.06	31.11	31.84	0.00	0.00	90.83	8.28
pa	333	30000	0.05	11	1	0.4	1.147	7.9282	0:00:07	35.98	48.43	29.89	30.60	0.00	0.00	91.30	7.73
pa	333	30000	0.05	11	1	0.8	1.146	8.2744	0:00:08	35.44	47.38	29.59	30.30	0.00	0.00	87.73	7.75
pa	333	30000	0.05	11	1	1.0	1.146	7.8565	0:00:07	35.16	46.81	29.00	29.73	0.00	0.00	91.77	7.68
pa	333	30000	0.05	14	1	0.01	9.976	27.9252	0:00:27	46.38	57.85	40.41	41.14	0.00	0.00	53.36	15.37
pa	333	30000	0.05	14	1	0.4	1.173	6.2083	0:00:06	34.77	45.98	28.76	29.47	0.00	0.00	83.43	5.67
pa	333	30000	0.05	14	1	0.8	1.170	6.5001	0:00:06	35.76	46.79	29.69	30.38	0.00	0.00	87.22	6.15
